id,name,category,ingredients,amounts,minutes,servings,steps,image
83,けんちん汁,汁物,豆腐;大根;にんじん;ごぼう;しいたけ;こんにゃく;ねぎ;醤油;顆粒だし;ごま油,1/2丁;150g;1/3本;1/2本;3枚;100g;1/2本;大さじ2;小さじ2;大さじ1,30,4,野菜を薄切り、こんにゃくを短冊に切る;ごま油で野菜を炒める;だし汁を注いで15分煮る;崩した豆腐を加え醤油で調味する,kenchinjiru.jpg
84,豆腐のすまし汁,汁物,豆腐;わかめ;ねぎ;醤油;塩;顆粒だし,1/2丁;10g;1/4本;小さじ2;小さじ1/3;小さじ1,10,3,だし汁を沸かす;醤油と塩で調味する;角切りの豆腐と戻したわかめを入れる;温まったらねぎを散らす,tofu_sumashijiru.jpg
85,かぼちゃのポタージュ,汁物,かぼちゃ;玉ねぎ;牛乳;生クリーム;バター;顆粒コンソメ;塩;こしょう,400g;1/2個;300ml;50ml;20g;小さじ1;小さじ1/2;少々,30,3,かぼちゃと玉ねぎを薄切りにする;バターで玉ねぎを炒める;かぼちゃと水、コンソメを加えて15分煮る;ミキサーにかけ牛乳と生クリームを加えて温める,kabocha_potage.jpg
86,コーンスープ,汁物,コーン缶;玉ねぎ;牛乳;バター;顆粒コンソメ;塩;こしょう,1缶;1/2個;300ml;20g;小さじ1;小さじ1/2;少々,20,3,玉ねぎをみじん切りにする;バターで炒める;コーンと水、コンソメを加えて10分煮る;牛乳を加えて塩こしょうで調える,corn_soup.jpg
87,ミネストローネ,汁物,ホールトマト缶;玉ねぎ;にんじん;セロリ;じゃがいも;ベーコン;マカロニ;顆粒コンソメ;オリーブオイル;塩;こしょう,1缶;1個;1/2本;1/2本;1個;3枚;40g;小さじ2;大さじ1;小さじ1;少々,35,4,野菜を1cm角に切る;オリーブオイルでベーコンと野菜を炒める;トマト缶と水、コンソメを加えて20分煮る;マカロニを加えて7分煮て調味する,minestrone.jpg
88,わかめスープ,汁物,わかめ;ねぎ;卵;鶏がらスープの素;醤油;ごま油;白ごま,20g;1/4本;1個;小さじ2;小さじ1;小さじ1;小さじ1,10,3,わかめを水で戻す;スープの素を溶いた湯を沸かす;わかめを入れ溶き卵を回し入れる;ごま油と醤油、白ごまを加える,wakame_soup.jpg
89,中華風卵スープ,汁物,卵;しいたけ;ねぎ;片栗粉;鶏がらスープの素;醤油;ごま油;こしょう,2個;3枚;1/4本;大さじ1;小さじ2;小さじ1;小さじ1;少々,15,3,しいたけを薄切りにする;スープを沸かしてしいたけを煮る;水溶き片栗粉でとろみをつける;溶き卵を回し入れごま油とこしょうで仕上げる,chuka_tamago_soup.jpg
90,白菜と肉団子のスープ,汁物,白菜;豚ひき肉;ねぎ;しょうが;片栗粉;鶏がらスープの素;醤油;塩;ごま油,1/4株;200g;1/2本;1片;大さじ1;小さじ2;小さじ1;小さじ1/3;小さじ1,25,3,ひき肉、みじん切りねぎとしょうが、片栗粉を混ぜる;白菜をざく切りにする;スープを沸かし肉団子を丸めて入れる;白菜を加えて10分煮て調味する,hakusai_nikudango_soup.jpg
91,親子丼,丼物,鶏もも肉;卵;玉ねぎ;ご飯;ねぎ;醤油;みりん;砂糖;顆粒だし,200g;3個;1個;2杯;1/4本;大さじ3;大さじ2;大さじ1;小さじ1,20,2,玉ねぎを薄切り、鶏肉を一口大に切る;だしと調味料を煮立てて鶏肉と玉ねぎを煮る;溶き卵を回し入れ半熟で火を止める;ご飯にのせねぎを散らす,oyakodon.jpg
92,牛丼,丼物,牛薄切り肉;玉ねぎ;ご飯;しょうが;醤油;みりん;砂糖;酒;顆粒だし,250g;1個;2杯;1片;大さじ3;大さじ2;大さじ1;大さじ2;小さじ1,20,2,玉ねぎを薄切りにする;鍋に調味料と水を煮立てる;玉ねぎを5分煮る;牛肉を加えて煮てご飯にのせる,gyudon.jpg
93,豚丼,丼物,豚バラ肉;玉ねぎ;ご飯;ねぎ;醤油;みりん;砂糖;酒;しょうが,250g;1個;2杯;1/4本;大さじ3;大さじ2;大さじ1;大さじ1;1片,20,2,玉ねぎを薄切りにする;フライパンで豚肉を炒める;玉ねぎと調味料を加えて煮る;ご飯にのせねぎを散らす,butadon.jpg
94,カツ丼,丼物,豚ロース肉;卵;玉ねぎ;ご飯;パン粉;小麦粉;醤油;みりん;砂糖;顆粒だし;サラダ油,2枚;3個;1個;2杯;1カップ;大さじ3;大さじ3;大さじ2;大さじ1;小さじ1;適量,35,2,豚肉に小麦粉、卵、パン粉をつけて170度で揚げる;だしと調味料を煮立て玉ねぎを煮る;切ったカツを入れ溶き卵を回し入れる;半熟でご飯にのせる,katsudon.jpg
95,中華丼,丼物,豚こま肉;白菜;にんじん;しいたけ;えび;ご飯;片栗粉;鶏がらスープの素;醤油;オイスターソース;ごま油,150g;1/4株;1/3本;3枚;80g;2杯;大さじ2;小さじ2;大さじ1;大さじ1;大さじ1,25,2,野菜を食べやすく切る;ごま油で豚肉とえびを炒める;野菜を加えて炒めスープと調味料を注ぐ;水溶き片栗粉でとろみをつけご飯にかける,chukadon.jpg
96,三色丼,丼物,鶏ひき肉;卵;ほうれん草;ご飯;醤油;みりん;砂糖;顆粒だし;塩,200g;3個;1束;2杯;大さじ2;大さじ2;大さじ1;小さじ1;小さじ1/3,25,2,ひき肉を炒めて醤油、みりん、砂糖で味付けする;卵に塩を加えて炒り卵にする;ほうれん草をゆでて醤油で和える;ご飯に三色を彩りよくのせる,sanshokudon.jpg
97,鶏そぼろ丼,丼物,鶏ひき肉;しょうが;ご飯;ねぎ;醤油;みりん;砂糖;酒;白ごま,250g;1片;2杯;1/4本;大さじ3;大さじ2;大さじ1;大さじ1;小さじ1,15,2,フライパンでひき肉をほぐしながら炒める;おろししょうがと調味料を加える;汁気がなくなるまで炒める;ご飯にのせねぎと白ごまをふる,torisoboro_don.jpg
98,海鮮丼,丼物,まぐろ;鮭;ホタテ;えび;ご飯;青じそ;焼き海苔;醤油;わさび;酢;砂糖,100g;80g;4個;4尾;2杯;4枚;1枚;大さじ2;小さじ1;大さじ2;大さじ1,20,2,ご飯に酢と砂糖を混ぜて酢飯を作る;刺身を食べやすく切る;酢飯に刻んだ海苔と青じそを敷く;刺身を並べ醤油とわさびを添える,kaisendon.jpg
99,まぐろの漬け丼,丼物,まぐろ;ご飯;青じそ;焼き海苔;ねぎ;醤油;みりん;酒;わさび;白ごま,200g;2杯;4枚;1枚;1/4本;大さじ3;大さじ1;大さじ1;小さじ1;小さじ1,20,2,醤油、みりん、酒を混ぜて漬けダレを作る;まぐろを角切りにして20分漬ける;ご飯に刻んだ海苔と青じそをのせる;まぐろを盛りねぎと白ごまをふる,maguro_zukedon.jpg
100,天津飯,丼物,卵;かに風味かまぼこ;ねぎ;ご飯;片栗粉;鶏がらスープの素;醤油;酢;砂糖;ごま油,4個;6本;1/4本;2杯;大さじ1;小さじ2;大さじ1;大さじ1;小さじ2;大さじ1,20,2,卵にほぐしたかまぼことねぎを混ぜる;ごま油で丸く焼いてご飯にのせる;スープ、醤油、酢、砂糖を煮立てる;水溶き片栗粉でとろみをつけかける,tenshinhan.jpg
101,麻婆丼,丼物,豆腐;豚ひき肉;ねぎ;にんにく;ご飯;豆板醤;味噌;醤油;片栗粉;鶏がらスープの素;ごま油,1丁;150g;1/2本;1片;2杯;小さじ1;大さじ1;大さじ1;大さじ1;小さじ1;大さじ1,20,2,豆腐を角切りにする;ひき肉とにんにくをごま油で炒める;豆板醤と調味料、水を加えて豆腐を煮る;とろみをつけご飯にかけねぎを散らす,mabo_don.jpg
102,他人丼,丼物,豚こま肉;卵;玉ねぎ;ご飯;ねぎ;醤油;みりん;砂糖;顆粒だし,200g;3個;1個;2杯;1/4本;大さじ3;大さじ2;大さじ1;小さじ1,20,2,玉ねぎを薄切りにする;だしと調味料を煮立てて豚肉と玉ねぎを煮る;溶き卵を回し入れる;半熟でご飯にのせねぎを散らす,tanindon.jpg
103,ねぎ塩豚丼,丼物,豚バラ肉;ねぎ;ご飯;にんにく;ごま油;塩;こしょう;酒;白ごま,250g;1本;2杯;1片;大さじ2;小さじ1;少々;大さじ1;小さじ1,20,2,ねぎを小口切りにしごま油と塩を混ぜてねぎ塩ダレを作る;豚肉をにんにくと炒める;酒とこしょうで調味する;ご飯にのせねぎ塩ダレと白ごまをかける,negishio_butadon.jpg
104,焼き肉丼,丼物,牛薄切り肉;玉ねぎ;ピーマン;ご飯;にんにく;醤油;みりん;砂糖;ごま油;白ごま,250g;1/2個;1個;2杯;1片;大さじ3;大さじ1;大さじ1;大さじ1;小さじ1,20,2,野菜を細切りにする;ごま油でにんにくと牛肉を炒める;野菜を加えて炒める;調味料を絡めご飯にのせ白ごまをふる,yakinikudon.jpg
105,しらす丼,丼物,しらす;ご飯;青じそ;焼き海苔;卵;醤油;白ごま,100g;2杯;4枚;1枚;2個;大さじ1;小さじ1,10,2,ご飯に刻んだ海苔を散らす;しらすをたっぷりのせる;卵黄を中央に落とす;千切りの青じそと白ごま、醤油をかける,shirasudon.jpg
106,かけうどん,麺類,うどん;ねぎ;かまぼこ;めんつゆ;七味唐辛子,2玉;1/2本;2切れ;300ml;少々,10,2,うどんを袋の表示通りにゆでる;めんつゆを水で薄めて温める;器にうどんを入れつゆを注ぐ;ねぎと七味をのせる,kake_udon.jpg
107,きつねうどん,麺類,うどん;油揚げ;ねぎ;ほうれん草;めんつゆ;醤油;みりん;砂糖,2玉;2枚;1/2本;1/2束;300ml;大さじ1;大さじ1;大さじ1,20,2,油揚げを熱湯で油抜きする;醤油、みりん、砂糖で10分煮る;うどんをゆでて器に入れる;温めたつゆを注ぎ油揚げとねぎ、ほうれん草をのせる,kitsune_udon.jpg
108,肉うどん,麺類,うどん;牛薄切り肉;玉ねぎ;ねぎ;めんつゆ;醤油;みりん;砂糖,2玉;150g;1/2個;1/2本;300ml;大さじ2;大さじ1;大さじ1,20,2,玉ねぎを薄切りにする;牛肉と玉ねぎを醤油、みりん、砂糖で煮る;うどんをゆでて器に入れる;つゆを注ぎ牛肉とねぎをのせる,niku_udon.jpg
109,カレーうどん,麺類,うどん;豚こま肉;玉ねぎ;ねぎ;カレールー;めんつゆ;片栗粉;醤油,2玉;150g;1個;1/2本;2皿分;300ml;大さじ1;小さじ1,25,2,玉ねぎを薄切りにする;豚肉と玉ねぎを炒めめんつゆと水を加えて煮る;カレールーを溶かす;とろみを調整しゆでたうどんにかけねぎを散らす,curry_udon.jpg
110,ざるそば,麺類,そば;ねぎ;焼き海苔;めんつゆ;わさび,2束;1/4本;1枚;200ml;小さじ1,15,2,そばを袋の表示通りにゆでる;冷水でよく洗いぬめりを取る;ざるに盛る;めんつゆとねぎ、刻み海苔、わさびを添える,zaru_soba.jpg
111,月見そば,麺類,そば;卵;ねぎ;焼き海苔;めんつゆ;七味唐辛子,2束;2個;1/2本;1枚;300ml;少々,15,2,そばをゆでて湯切りする;めんつゆを水で薄めて温める;器にそばを入れつゆを注ぐ;卵を割り落としねぎと海苔、七味をのせる,tsukimi_soba.jpg
112,焼きそば,麺類,中華麺;豚こま肉;キャベツ;にんじん;もやし;ピーマン;中濃ソース;醤油;塩;こしょう;サラダ油,2玉;150g;1/4個;1/3本;100g;1個;大さじ4;小さじ1;小さじ1/3;少々;大さじ1,20,2,野菜を食べやすく切る;豚肉を炒めて野菜を加える;麺をほぐして加え炒める;ソースと醤油で味付けし塩こしょうで調える,yakisoba.jpg
113,塩焼きそば,麺類,中華麺;豚こま肉;キャベツ;もやし;ニラ;にんにく;鶏がらスープの素;塩;こしょう;ごま油;酒,2玉;150g;1/4個;100g;1/2束;1片;小さじ2;小さじ1/2;少々;大さじ1;大さじ1,20,2,野菜を食べやすく切る;ごま油でにんにくと豚肉を炒める;野菜と麺を加えて炒める;スープの素、酒、塩こしょうで味付けする,shio_yakisoba.jpg
114,醤油ラーメン,麺類,中華麺;豚バラ肉;もやし;ねぎ;ほうれん草;卵;鶏がらスープの素;醤油;ごま油;こしょう,2玉;100g;100g;1/2本;1/2束;2個;小さじ4;大さじ2;小さじ2;少々,25,2,卵を7分ゆでて半分に切る;スープの素と醤油で汁を作る;豚肉ともやしをゆでる;麺をゆでて器に入れスープを注ぎ具をのせる,shoyu_ramen.jpg
115,味噌ラーメン,麺類,中華麺;豚ひき肉;もやし;キャベツ;にんにく;ねぎ;コーン缶;味噌;鶏がらスープの素;ごま油;豆板醤,2玉;100g;150g;2枚;1片;1/2本;80g;大さじ3;小さじ4;大さじ1;小さじ1/2,25,2,ごま油でにんにくとひき肉を炒める;味噌と豆板醤を加えて炒める;水とスープの素を加えて煮る;野菜を加えて煮てゆでた麺にかけコーンをのせる,miso_ramen.jpg
116,冷やし中華,麺類,中華麺;きゅうり;トマト;ハム;卵;醤油;酢;砂糖;ごま油;白ごま,2玉;1本;1個;4枚;2個;大さじ3;大さじ3;大さじ2;大さじ1;小さじ1,25,2,薄焼き卵を作って細切りにする;きゅうりとハムを細切り、トマトをくし切りにする;麺をゆでて冷水でしめる;醤油、酢、砂糖、ごま油のタレをかけ具をのせる,hiyashi_chuka.jpg
117,そうめん,麺類,そうめん;青じそ;ねぎ;しょうが;めんつゆ;白ごま,3束;4枚;1/4本;1片;200ml;小さじ1,10,2,そうめんを表示時間ゆでる;冷水でよく洗って氷水にとる;器に盛る;めんつゆと薬味を添える,somen.jpg
118,ミートソースパスタ,麺類,パスタ;合いびき肉;玉ねぎ;にんじん;ホールトマト缶;にんにく;顆粒コンソメ;オリーブオイル;塩;こしょう;粉チーズ,200g;250g;1個;1/2本;1缶;1片;小さじ1;大さじ1;小さじ1;少々;大さじ2,35,2,玉ねぎとにんじんをみじん切りにする;オリーブオイルでにんにくと野菜を炒める;ひき肉を加えて炒めトマト缶とコンソメを加えて20分煮る;ゆでたパスタと和え粉チーズをふる,meat_sauce_pasta.jpg
119,カルボナーラ,麺類,パスタ;ベーコン;卵;生クリーム;粉チーズ;にんにく;オリーブオイル;塩;こしょう,200g;80g;2個;100ml;大さじ4;1片;大さじ1;小さじ1;少々,20,2,卵、生クリーム、粉チーズを混ぜる;ベーコンとにんにくをオリーブオイルで炒める;ゆでたパスタを加えて火を止める;卵液を加えて手早く混ぜこしょうをふる,carbonara.jpg
120,ナポリタン,麺類,パスタ;ウインナー;玉ねぎ;ピーマン;マッシュルーム;ケチャップ;バター;塩;こしょう;粉チーズ,200g;4本;1/2個;1個;50g;大さじ5;20g;小さじ1/2;少々;大さじ2,25,2,野菜とウインナーを薄切りにする;バターで炒める;ケチャップを加えて炒め酸味を飛ばす;ゆでたパスタを加えて絡め粉チーズをふる,napolitan.jpg
121,ペペロンチーノ,麺類,パスタ;にんにく;一味唐辛子;オリーブオイル;塩;こしょう,200g;3片;小さじ1/2;大さじ4;小さじ1;少々,20,2,にんにくを薄切りにする;オリーブオイルで弱火で香りを出す;一味唐辛子を加える;ゆでたパスタとゆで汁を加えて乳化させる,peperoncino.jpg
122,きのこのパスタ,麺類,パスタ;しめじ;まいたけ;エリンギ;にんにく;ベーコン;オリーブオイル;醤油;バター;塩;こしょう,200g;100g;100g;1本;1片;60g;大さじ2;小さじ2;15g;小さじ1/2;少々,25,2,きのこを食べやすくほぐす;にんにくとベーコンを炒める;きのこを加えて強火で炒める;ゆでたパスタと醤油、バターを加えて絡める,kinoko_pasta.jpg
123,ツナとトマトのパスタ,麺類,パスタ;ツナ缶;ミニトマト;にんにく;青じそ;オリーブオイル;塩;こしょう,200g;1缶;10個;1片;4枚;大さじ2;小さじ1;少々,20,2,ミニトマトを半分に切る;にんにくをオリーブオイルで炒める;ツナとミニトマトを加えて炒める;ゆでたパスタを和え青じそを散らす,tuna_tomato_pasta.jpg
124,チャーハン,ご飯物,ご飯;卵;ねぎ;ハム;鶏がらスープの素;醤油;塩;こしょう;ごま油,2杯;2個;1/2本;4枚;小さじ1;小さじ2;小さじ1/3;少々;大さじ2,15,2,ハムを角切り、ねぎを小口切りにする;強火で溶き卵を炒めご飯を加える;ほぐしながら炒める;ハム、ねぎ、調味料を加えて手早く炒める,chahan.jpg
125,オムライス,ご飯物,ご飯;卵;鶏もも肉;玉ねぎ;ケチャップ;バター;塩;こしょう;牛乳,2杯;4個;150g;1/2個;大さじ5;30g;小さじ1/2;少々;大さじ2,30,2,鶏肉と玉ねぎを角切りにして炒める;ご飯とケチャップを加えて炒めチキンライスを作る;卵に牛乳を混ぜて薄焼きにする;チキンライスを包みケチャップをかける,omurice.jpg
126,カレーライス,ご飯物,ご飯;豚こま肉;玉ねぎ;じゃがいも;にんじん;カレールー;サラダ油,2杯;250g;2個;2個;1本;4皿分;大さじ1,40,4,野菜を乱切りにする;豚肉を炒めて野菜を加えて炒める;水を加えて15分煮る;火を止めてルーを溶かし10分煮込みご飯にかける,curry_rice.jpg
127,ハヤシライス,ご飯物,ご飯;牛薄切り肉;玉ねぎ;マッシュルーム;ホールトマト缶;小麦粉;ケチャップ;中濃ソース;顆粒コンソメ;バター,2杯;250g;2個;80g;1缶;大さじ3;大さじ3;大さじ2;小さじ2;30g,35,3,玉ねぎを薄切りにしバターで炒める;牛肉を加えて炒め小麦粉をふり入れる;トマト缶と水、調味料を加える;20分煮込みご飯にかける,hayashi_rice.jpg
128,五目炊き込みご飯,ご飯物,米;鶏もも肉;にんじん;ごぼう;しいたけ;油揚げ;醤油;みりん;酒;顆粒だし,2合;150g;1/3本;1/2本;3枚;1枚;大さじ3;大さじ2;大さじ1;小さじ1,60,4,米を洗って30分浸水させる;具材を細かく切る;炊飯器に米、調味料、水を入れ具材をのせる;通常モードで炊いて混ぜる,gomoku_takikomi.jpg
129,きのこの炊き込みご飯,ご飯物,米;しめじ;まいたけ;しいたけ;油揚げ;醤油;みりん;酒;顆粒だし;バター,2合;100g;100g;3枚;1枚;大さじ3;大さじ2;大さじ1;小さじ1;15g,60,4,米を洗って30分浸水させる;きのこをほぐし油揚げを細切りにする;炊飯器に調味料と水、具材を入れる;炊き上がったらバターを混ぜる,kinoko_takikomi.jpg
130,焼きおにぎり,ご飯物,ご飯;醤油;みりん;ごま油;白ごま;かつお節,2杯;大さじ2;大さじ1;大さじ1;小さじ1;3g,20,2,ご飯にかつお節と白ごまを混ぜる;三角に握る;醤油とみりんを混ぜたタレを塗る;ごま油をひいて両面をこんがり焼く,yaki_onigiri.jpg
131,ドライカレー,ご飯物,ご飯;合いびき肉;玉ねぎ;にんじん;ピーマン;にんにく;カレー粉;ケチャップ;中濃ソース;塩;こしょう;サラダ油,2杯;250g;1個;1/2本;1個;1片;大さじ2;大さじ2;大さじ1;小さじ1/2;少々;大さじ1,25,3,野菜をみじん切りにする;にんにくとひき肉を炒める;野菜を加えて炒める;カレー粉と調味料を加えて汁気がなくなるまで炒めご飯にのせる,dry_curry.jpg
132,ビビンバ,ご飯物,ご飯;牛ひき肉;もやし;ほうれん草;にんじん;卵;キムチ;コチュジャン;ごま油;醤油;白ごま,2杯;200g;100g;1/2束;1/3本;2個;80g;大さじ2;大さじ2;大さじ2;小さじ1,30,2,もやし、ほうれん草、にんじんを別々にゆでてごま油と塩で和える;ひき肉をコチュジャンと醤油で炒める;ご飯に具を彩りよくのせる;卵黄とキムチをのせ白ごまをふる,bibimbap.jpg
133,リゾット,ご飯物,米;玉ねぎ;マッシュルーム;ベーコン;ピザ用チーズ;顆粒コンソメ;バター;オリーブオイル;塩;こしょう;粉チーズ,1合;1/2個;80g;60g;60g;小さじ2;20g;大さじ1;小さじ1/2;少々;大さじ2,35,2,玉ねぎとマッシュルームをみじん切りにする;オリーブオイルでベーコンと野菜を炒める;洗わない米を加えて炒めスープを少しずつ加える;20分煮てチーズとバターを混ぜる,risotto.jpg
134,卵かけご飯,ご飯物,ご飯;卵;焼き海苔;ねぎ;醤油,2杯;2個;1枚;1/4本;大さじ1,5,2,温かいご飯を器に盛る;卵を割り入れる;醤油をかけて混ぜる;刻んだ海苔とねぎをのせる,tamago_kake_gohan.jpg
135,雑炊,ご飯物,ご飯;卵;ねぎ;しいたけ;醤油;塩;顆粒だし,2杯;2個;1/2本;2枚;小さじ2;小さじ1/3;小さじ2,15,2,ご飯をざるで洗ってぬめりを取る;だし汁を沸かししいたけを煮る;ご飯を加えて3分煮る;溶き卵を回し入れねぎを散らす,zosui.jpg
136,すき焼き,鍋物,牛薄切り肉;白菜;ねぎ;しいたけ;春菊;豆腐;しらたき;醤油;みりん;砂糖;酒,300g;1/4株;1本;4枚;1/2束;1/2丁;150g;100ml;100ml;大さじ3;50ml,30,3,醤油、みりん、砂糖、酒を混ぜて割り下を作る;野菜と豆腐、しらたきを食べやすく切る;鍋に牛肉を並べて割り下を注ぐ;野菜を加えて煮ながら食べる,sukiyaki.jpg
137,しゃぶしゃぶ,鍋物,豚バラ肉;白菜;ねぎ;春菊;しいたけ;豆腐;昆布;ポン酢;すりごま,300g;1/4株;1本;1/2束;4枚;1/2丁;10g;100ml;大さじ2,25,3,昆布を水に30分つけてだしをとる;野菜と豆腐を食べやすく切る;だしを沸かして豚肉をくぐらせる;野菜も煮てポン酢とすりごまで食べる,shabushabu.jpg
138,水炊き,鍋物,鶏もも肉;白菜;ねぎ;しいたけ;春菊;豆腐;昆布;酒;ポン酢;塩,400g;1/4株;1本;4枚;1/2束;1丁;10g;大さじ2;100ml;小さじ1,35,3,昆布と水、酒で鶏肉を20分煮る;アクを取り塩で調味する;野菜と豆腐を加えて煮る;ポン酢を添えて食べる,mizutaki.jpg
139,湯豆腐,鍋物,豆腐;昆布;ねぎ;春菊;めんつゆ;かつお節;しょうが,2丁;10g;1/2本;1/2束;100ml;3g;1片,15,2,昆布を水に30分つける;豆腐を大きめに切る;弱火で豆腐を温める;めんつゆとかつお節、薬味を添えて食べる,yudofu.jpg
140,キムチ鍋,鍋物,豚バラ肉;キムチ;白菜;ニラ;もやし;豆腐;ねぎ;鶏がらスープの素;味噌;コチュジャン;ごま油,250g;200g;1/4株;1/2束;100g;1丁;1/2本;小さじ4;大さじ1;大さじ1;大さじ1,30,3,ごま油で豚肉とキムチを炒める;水とスープの素を加えて煮立てる;味噌とコチュジャンを溶く;野菜と豆腐を加えて10分煮る,kimchi_nabe.jpg
141,寄せ鍋,鍋物,鶏もも肉;えび;白菜;ねぎ;にんじん;しいたけ;春菊;豆腐;昆布;醤油;みりん;酒;塩,250g;150g;1/4株;1本;1/3本;4枚;1/2束;1丁;10g;大さじ3;大さじ2;大さじ2;小さじ1,35,4,昆布でだしをとる;具材を食べやすく切る;だしに調味料を加え鶏肉を煮る;野菜、えび、豆腐を加えて煮る,yose_nabe.jpg
142,鶏団子鍋,鍋物,鶏ひき肉;白菜;ねぎ;しめじ;春菊;豆腐;しょうが;卵;片栗粉;醤油;酒;顆粒だし;塩,300g;1/4株;1本;100g;1/2束;1丁;1片;1個;大さじ2;大さじ2;大さじ2;小さじ2;小さじ1,35,3,ひき肉、おろししょうが、卵、片栗粉を混ぜる;だし汁を沸かし団子を丸めて入れる;アクを取り調味料を加える;野菜と豆腐を加えて10分煮る,toridango_nabe.jpg
143,石狩鍋,鍋物,鮭;じゃがいも;玉ねぎ;にんじん;キャベツ;豆腐;ねぎ;昆布;味噌;酒;バター;牛乳,300g;2個;1個;1/2本;1/4個;1/2丁;1/2本;10g;大さじ3;大さじ2;20g;100ml,35,3,昆布でだしをとり野菜を大きめに切る;じゃがいもとにんじんを10分煮る;鮭と残りの野菜を加えて煮る;味噌を溶き牛乳とバターを加える,ishikari_nabe.jpg
144,ポテトサラダ,サラダ,じゃがいも;きゅうり;にんじん;玉ねぎ;卵;ハム;マヨネーズ;酢;塩;こしょう,3個;1本;1/3本;1/4個;2個;3枚;大さじ4;小さじ2;小さじ1/2;少々,30,3,じゃがいもとにんじんをゆでてつぶす;卵をゆでて刻む;きゅうり、玉ねぎ、ハムを薄切りにする;マヨネーズ、酢、塩こしょうで和える,potato_salad.jpg
145,コールスロー,サラダ,キャベツ;にんじん;コーン缶;マヨネーズ;酢;砂糖;塩;こしょう,1/4個;1/3本;80g;大さじ3;大さじ1;小さじ2;小さじ1/2;少々,15,3,キャベツとにんじんを細切りにする;塩をふって10分おき水気を絞る;マヨネーズ、酢、砂糖を混ぜる;コーンを加えて和える,coleslaw.jpg
146,春雨サラダ,サラダ,春雨;きゅうり;にんじん;ハム;卵;醤油;酢;砂糖;ごま油;白ごま,80g;1本;1/3本;4枚;1個;大さじ2;大さじ2;大さじ1;大さじ1;小さじ1,20,3,春雨をゆでて冷水にとり食べやすく切る;きゅうり、にんじん、ハムを細切りにする;薄焼き卵を作って細切りにする;醤油、酢、砂糖、ごま油で和え白ごまをふる,harusame_salad.jpg
147,大根とツナのサラダ,サラダ,大根;ツナ缶;青じそ;マヨネーズ;醤油;白ごま,300g;1缶;4枚;大さじ3;小さじ1;小さじ1,15,2,大根を細切りにして塩をふり水気を絞る;ツナの油を切る;マヨネーズと醤油を混ぜる;和えて青じそと白ごまをのせる,daikon_tuna_salad.jpg
148,トマトサラダ,サラダ,トマト;玉ねぎ;青じそ;オリーブオイル;酢;塩;こしょう,2個;1/4個;4枚;大さじ2;大さじ1;小さじ1/2;少々,10,2,トマトを薄切りにする;玉ねぎをみじん切りにして水にさらす;オリーブオイル、酢、塩こしょうを混ぜる;トマトに玉ねぎとドレッシングをかけ青じそをのせる,tomato_salad.jpg
149,豆腐サラダ,サラダ,豆腐;レタス;トマト;きゅうり;かつお節;ポン酢;ごま油;白ごま,1丁;4枚;1個;1本;3g;大さじ3;大さじ1;小さじ1,15,2,豆腐の水気を切って角切りにする;レタスをちぎりトマトときゅうりを切る;器に野菜と豆腐を盛る;ポン酢とごま油をかけかつお節と白ごまをのせる,tofu_salad.jpg
150,かぼちゃサラダ,サラダ,かぼちゃ;玉ねぎ;ベーコン;マヨネーズ;塩;こしょう;はちみつ,400g;1/4個;2枚;大さじ3;小さじ1/2;少々;小さじ2,25,3,かぼちゃを一口大に切ってゆでる;ベーコンを炒めてカリカリにする;玉ねぎをみじん切りにして水にさらす;かぼちゃを粗くつぶしマヨネーズとはちみつで和える,kabocha_salad.jpg
